fromAccountNumber,toAccountNumber,transferAmount
21285677,04976400,1769.22
10148297,27538746,14446.66
12122547,70245721,6771.51
38374920,97461692,1900.15
71834931,40882116,8089.1
13981679,60913999,4751.28
17856683,59801900,6378.3
95747170,85015289,14261.78
43470785,10966631,3479.19
69683077,29884582,11627.7
23746992,77840639,15859.91
23456563,04977308,2686.23
06813420,22638588,22598.95
99337223,13966300,4857.71
28860822,64866673,14994.51
94152821,35961963,18153.6
96213940,43115518,13229.9
36498895,95596860,21054.87
67741526,37454265,5075.29
52111402,03615218,19812.44
98376476,04948957,7634.08
49221749,66680024,15966.67
69894015,49988352,9639.37
98535675,06628307,18898.16
51715571,73877820,806.53
17812870,00292450,23954.76
62087018,62387804,1531.93
23829053,74515028,23042.55
98832347,11959342,3343.34
41937778,63666311,18059.25
92569560,66353478,12330.51
50494637,99223052,17679.54
86582476,46697646,6737.49
65369944,03494493,21965.32
92317161,48303972,6083.82
78849013,13169916,23113.69
16213166,23407565,17340.3
71379470,11745273,14933.58
09318830,13556679,16139.07
81983834,59242710,12691.55
63090666,24479332,12433.62
07360848,34462140,9834.47
82772642,54240797,7765.31
38519406,16454118,23170.43
65210208,50176168,9825.59
88739403,45065439,21827.61
40347448,21760488,489.52
11144397,81763108,10247.68
04540755,41163924,18841.22
65888995,99577186,7727.93
90572852,33083537,1569.28
04172185,66646471,2137.84
59593263,28429234,7638.55
06907662,21655968,20669.91
46059833,14985485,16811.81
40762562,12806164,10102.11
75471491,62613767,7376.2
19729503,25061215,1065.57
61665835,02038025,10502.2
74021772,63594607,3645.39
90934407,32822021,10456.83
36996216,39749833,2811.7
04164784,82655525,12483.68
38017223,49907896,7661.2
39386991,37022600,1254.03
27829349,23615427,21651.33
21829086,71775432,17174.93
30645844,02727042,24195.56
94428537,38155703,20190.3
16373501,92233836,15633.22
80142188,77282477,8484.31
43128303,62245746,17605.13
73419204,46718358,967.14
27266939,32990256,4077.41
86345590,75957988,8712.87
34014882,56782936,6992.18
82990480,60176349,15122.8
58569580,47937697,15885.22
00572149,51517540,11273.65
83240058,26594101,1916.35
14840746,94120752,6623.16
63657487,21487620,6486.42
83603358,86254625,20325.64
39705372,30884380,2319.99
32814330,50601011,7796.7
71102429,66296409,22164.83
94734164,68293550,21224.09
47827356,32923445,24420.39
50628919,14074936,24506.99
15859907,99796464,23702.61
06133443,60516114,3418.23
02522739,58123966,23874.32
68633776,93156424,2548.64
55134583,84861016,13474.04
15770530,54793606,14442.04
36253326,94756302,9837.58
20680572,53846358,7396.24
69795831,72067970,24099.86
17631563,58435113,10132.5
49109030,51556297,13364.08
45505461,46498168,6655.78
33028507,79059343,3698.31
71699912,19055060,15838.78
65503744,54037243,21569.2
55289276,25485912,22232.89
28683056,29549566,15312.36
77339713,79419086,11883.93
85861381,07008962,10142.75
06992392,84603371,12259.94
42524052,54155046,24594.92
53459176,45616518,22049.51
57223278,06783822,4035.63
37495275,28449652,10750.18
77607751,52417948,24622.11
04577508,63892888,13995.82
44809614,57155890,19257.03
04536376,44675714,13758.26
54881297,54530331,11331.34
64996424,15684301,20525.78
90999796,20772956,14502.67
62274203,17636773,16255.25
54372184,17468787,19066.44
12305049,90598012,24212.73
45991288,89145418,10160.86
70676525,45531941,16684.27
23275201,28535195,24599.08
45948732,59432722,17080.75
62402897,36263905,5327.41
31139946,66201182,24660.83
38266287,43440467,12654.13
53104410,35761310,2968.87
84956910,78098107,9884.37
54371019,68019150,703.06
48996716,59634102,2721.04
08788887,47412866,22053.52
00618687,68388997,3305.53
69042263,43462339,15562.54
47525290,61078604,11078.93
58973097,62080583,15702.12
17572866,27369753,2641.47
67981823,10133545,24857.94
27054949,70708417,7083.13
00319959,48561853,12133.33
37576943,03337820,21371.56
64736013,61152489,11748.96
24611541,24388313,13786.58
25679809,12908868,21571.37
92998476,26188010,10948.25
32625332,24765886,1365.7
89129425,53183071,16697.39
87653120,17842488,23003.37
97057970,38779565,1756.61
48324601,00970129,8572.46
60565648,71505541,14486.01
29718344,95444345,24170.45
36396559,86484725,20287.62
82878580,78955097,24630.9
58952146,24203029,94.7
52551130,79529983,16693.36
63657487,32985795,19919.61
67769285,60292735,2062.89
46205971,55819527,10569.54
33782140,24773515,8004.35
00098878,62006033,13117.7
33953298,26199573,24431.95
75076610,48301251,15034.28
22591623,34521137,15636.97
81002269,18442502,19445.39
02283876,93271905,21904.42
15399793,06618889,6199.62
48622790,46465122,21711.01
13549282,56098655,9343.17
30237261,64188645,13097.12
98294008,25341645,24139.89
51795764,95964652,1701.73
13978792,79234481,15172.32
34070680,82057350,15528.22
52366406,34059890,22389.48
89027028,09390492,8209.99
24902885,79809573,18799.06
19058580,06050740,3967.46
12083022,43301201,22779.31
85661868,78990463,17935.49
62772983,49075410,5384.59
39641991,81185511,19772.23
91696403,36838318,15385.36
21386701,57625522,14129.8
12297825,82534035,19124.98
73606055,39074430,11284.8
66211099,48108584,1643.7
16529366,23192027,475.38
06254018,20214692,4454.42
39016478,03539590,1539.66
74967230,13059958,8318.66
37476700,03350829,16996.88
16809079,47544291,5417.51
66146391,04849476,10993.44
81886630,80721642,21496.93
40303437,33137513,12006.4
64648620,55685023,24416.08
85238954,08103475,3060.85
26226408,57244679,20519.37
46554246,01832846,6834.57
32905472,81430901,5956.16
97877196,78830493,8413.06
24932035,17025805,18821.87
56232783,73940531,13069.6
03702475,87523218,17446.53
42494089,40707600,14407.63
15205315,83120824,6579.65
68962265,75558130,19307.53
36046447,90431883,11654.1
08326591,76668517,2760.12
07664663,28094548,9237.06
63273359,80826927,24287.54
72484777,99263775,18565.24
91166395,10452165,3951.51
90764998,71787992,3352.47
85577183,91780997,2685.85
85020481,56500042,13794.88
70343526,92498792,19045.11
75522582,81743247,13327.86
16954496,19810478,12632.95
90601057,09788855,4194.05
01401448,92241121,21345.46
28162094,41037317,8473.89
43445080,41371329,18417.49
54293151,29750009,11610.82
79767668,01580440,18990.35
38279089,58890431,15910.63
53287380,84010940,18903.41
34499573,05154432,1221.84
76803437,94944433,3918.34
77359308,53919175,17793.1
13089351,08962690,17416.46
68845353,09460225,16386.24
25931594,58267325,2608.31
30057494,29600243,1489.63
36806393,72394762,23923.65
73102946,41129623,18575.42
94944211,21435058,15968.4
21943508,97928263,14979.7
99327309,42866749,24920.0
40683515,96155981,23800.14
49358469,99864231,1817.37
99597474,05409242,10150.37
72623305,93206051,3609.57
22557179,55309868,23149.8
97297994,13988753,18632.52
14744280,75048167,20841.45
26297668,50778065,6264.75
36634828,71696362,20413.43
21964664,71643755,23161.55
58840993,53394071,227.16
72172032,66090007,24387.98
89890660,94233971,6517.97
50233670,67699629,5732.28
98894246,15980922,17659.96
71311401,32323825,9133.24
62988902,23304314,5417.38
73690771,54695115,22232.99
00370431,25574296,14569.98
86684118,03433324,24887.32
12754625,52837814,24989.54
23035034,24605700,15310.53
95348742,75438289,956.43
42348016,38588884,8725.09
11887072,01424065,21674.93
21967313,83965562,23326.52
92943230,25341720,3059.51
29961450,99551377,9331.24
23393387,10174241,14207.92
90194610,78135666,3725.06
77733641,91537805,5835.97
32668629,39937155,489.78
39141699,57590257,20409.29
84811349,59831501,21908.25
73717287,69690754,2520.42
61047808,50059270,19239.0
26045399,96740972,19998.94
62072731,39100115,2051.1
53841773,32846577,9626.04
95624983,41028247,11497.6
97001027,51994341,24084.95
81480142,31711357,11347.58
80874683,99998646,18382.14
36195930,04533429,18442.35
13248383,74037063,18527.19
62777209,19119595,13701.99
55086752,13997267,18433.65
80681670,98485390,13768.36
39024886,37297169,3102.23
37749354,07288180,1617.24
70650464,15829795,13882.94
13204389,05545728,20011.01
07413261,38010972,21151.02
66176497,89412138,21213.19
80632559,94239706,23004.89
10929261,66141105,21649.4
35733553,24032599,19288.62
58070840,35484387,10784.57
88485928,81049721,17161.47
27666104,49838947,19901.47
59763161,19081786,6925.68
21268632,91137159,14055.4
77615961,87895209,9030.14
41648018,11294009,1580.59
64458885,74430277,24340.44
71719948,45251900,24986.88
97246954,26609119,9776.22
49383195,66720218,11251.92
41008041,89757369,14500.38
82410018,30936744,7371.59
77001450,52337000,4936.68
04885023,68425074,13676.03
95513232,14919695,7755.52
63604726,41298206,8745.24
45898389,03012321,1502.59
14319167,64982717,22548.43
06202965,14761256,10979.2
65258774,14595486,7407.51
78329102,14751929,14356.92
01096682,82262785,13781.27
17628853,81148363,1129.73
71188898,96758571,15434.35
00074193,35057499,17342.18
90960512,44777425,13821.52
25005882,12623679,18908.83
09934146,43468270,23252.79
26921365,30445826,21851.79
04251149,54969728,1376.78
71685380,74890422,2810.09
81046256,26554785,23791.99
47083912,95205953,6129.2
94291063,90456121,2053.36
01904864,91485779,8808.43
26508832,78611955,13019.54
44867331,59490456,9946.56
19973432,06525507,21907.52
71066424,06733759,17651.01
76499029,23012806,19817.94
60154774,68998523,23437.82
00527682,05222834,20761.04
26783062,91696540,17327.6
55781831,92660700,16832.16
35730729,12609895,18403.89
81685844,84610287,14906.13
19781723,42448037,7694.86
79432405,12786336,4969.3
82027117,08345820,24657.24
85125940,23142848,9521.83
67125548,32869866,5696.96
80194217,08804099,456.02
70470116,97216193,7775.41
95867281,60758132,9163.85
98679522,05120024,22584.29
69386190,89451038,19110.09
51948528,14172953,21203.36
39780935,22662088,9649.2
57931852,53663993,24407.0
59427582,78992733,12453.85
32835557,01486391,16482.77
32293753,98778621,5017.79
66860372,45878923,23327.32
73663478,67263622,5348.4
07193859,63272161,3736.6
74189595,48768627,4318.49
15844484,19420189,17436.84
93591171,01390117,13157.74
39818928,54373761,4241.47
39119308,66435624,6115.73
03033975,92798762,11518.25
20623616,46529572,10258.67
69471346,97544906,21031.98
17675437,83809774,23543.69
38904998,95833194,5985.12
52733376,57455945,7534.64
48191012,28267966,6270.23
81016440,26458090,10648.1
38246319,33000534,17229.67
16413528,92647473,7365.59
59246466,60769299,16748.45
79061339,27491577,21752.33
64794389,81086405,21403.21
35260936,98112746,19329.25
11465447,26948515,4505.46
43406807,32179040,18739.12
67588909,70780932,11952.69
62719636,41197448,15425.03
25683493,67418459,811.16
98338153,33718804,10974.53
76321757,57977447,21191.31
30292123,43284672,4329.27
73591498,22714176,5125.47
14558375,50279876,1605.29
14081194,20911621,10712.39
32761368,07404115,18736.0
18969252,33933382,22006.25
05676200,52824098,1667.81
43315949,04297635,7277.45
01616637,26745282,9163.85
87423884,82562878,23503.93
87045918,43174508,16999.51
10261880,79951173,20252.64
06603786,63440263,13054.35
85187948,32307061,3014.66
18700015,35955887,7589.04
42663102,37121105,22318.95
85378971,77215611,5389.31
90366796,30205420,5162.51
45860935,38490286,9453.57
46124234,99473501,23412.9
47191730,61034440,15803.89
25874952,06451134,9473.35
03283745,76692819,10583.03
59877912,44611781,7610.12
32802467,86124812,22054.79
40663241,61294523,13253.67
71759661,18083538,21241.77
36522866,98582938,4703.34
49265484,97354499,23826.32
52291357,65195765,9587.71
09252431,00292900,24952.16
44945114,02382777,9892.29
44546762,87045604,3837.56
77257536,80851615,22979.34
26402147,29241286,3931.91
79191173,71645889,5426.87
39074966,76776410,21721.21
11316053,25136128,13846.38
31423014,64935683,9438.94
80466185,64903781,23818.47
34588161,89949221,24289.44
42219026,30908871,2080.82
38702600,10562710,15011.95
72488140,80136842,19260.23
68934576,16184428,16868.01
53126542,84712561,17866.93
13953065,64684451,6765.96
15644442,60001771,21275.75
28095309,52992698,18543.34
06461355,64456973,15061.72
75925628,84050090,5103.41
09649484,92231030,7724.54
17965002,19310114,13758.09
68774875,73764922,17585.9
67458561,54916975,5803.57
65712658,99656997,8992.8
94945409,53798510,23352.19
19990217,71120409,8597.68
52399725,32570281,21088.17
63083705,88924489,3017.04
73701804,38066085,10594.74
94750997,62116152,9621.74
76203176,30397668,8827.46
62642484,86441476,20651.53
76222795,84175229,21407.63
66365389,01491524,19861.69
76202513,93042291,19454.06
06269777,93479035,12971.14
22685032,95276779,11766.8
21446788,75379896,5128.03
70386813,46701602,19881.63
20580469,82485719,21820.04
73104421,42150930,17084.95
20854621,47961890,21774.6
78410732,92816183,3415.67
73242840,74299386,13904.08
85961913,20056391,7499.23
36377305,24180337,24242.9
69843914,23909069,4733.78
67926824,74529438,14296.13
39983978,93929639,18005.1
17848374,93339827,24001.8
51336615,79687799,12395.62
67370382,95828107,852.78
16222854,51701680,2738.64
26047126,85244405,21958.43
59738053,35579656,20584.83
35710578,91060648,12723.76
18513622,89916087,10046.04
83181603,26234021,21009.13
18990614,77800534,17796.19
04816126,83653988,10922.06
52455100,25068023,23244.45
39147950,88862361,8915.45
68785338,76596414,1043.4
02495941,99908188,5452.83
06925413,85712607,24862.66
61492653,87367317,15388.1
96390405,88329369,3689.49
12457526,10442500,1306.98
35941224,50175109,15308.94
48902786,52388569,16672.17
75093600,93761284,16074.88
67338900,48582599,16857.49
12341153,92318113,4627.01
87010251,67893201,5360.46
60408150,81192168,5707.32
72469699,22890634,13692.08
90145261,86531559,12945.78
56713534,52033537,9225.74
68854546,72974018,7821.45
32444704,39847034,4186.67
61362246,72862520,2523.67
55864855,80463412,22914.32
20767389,24572989,11588.52
12315314,33821511,24042.24
75820787,27770160,22549.72
26980805,79435123,10809.09
05408740,03126431,16892.99
58060773,17297066,3510.65
98281596,63518740,23345.48
22107114,98337262,4971.52
12613519,37299538,6315.39
47394698,32733969,20376.75
55813822,66162292,10078.02
54156234,21518911,23486.69
44076177,76651052,4158.95
57835662,72408896,6899.09
41878668,84205162,12331.09
58954041,32736526,7562.8
58777602,97595618,17625.9
96189733,89070093,22365.63
35483052,58335055,13016.57
60104373,73437635,24004.13
31277044,07503184,146.24
95896571,30334618,14298.65
95407272,52059636,5033.82
40364728,57051406,5356.42
06680107,47321878,3785.49
79167338,04202592,24804.99
03430156,03702345,10691.3
68986445,29027828,2451.57
11826880,45502378,14242.67
53219282,26181646,2032.8
65173169,42772453,7629.33
16980945,96116579,20114.97
98216109,16512672,1410.98
44858728,99563578,23610.57
64295435,68124632,18459.27
07298684,66886785,17356.91
20273804,85339637,20146.15
30279926,16494237,11010.03
40341743,77443281,19533.42
88394664,88253190,3742.72
05687923,34347478,9658.82
16683655,56031041,18075.6
41682197,23916340,5826.33
10254325,74884827,7591.86
33238227,79674553,1375.25
96511022,83425240,7469.44
48583947,67482481,330.03
41794203,03265222,20850.31
65987766,69526824,11648.42
74199631,23677906,15966.72
08999252,51329242,2671.23
96819951,40631189,22758.44
44728519,93362085,122.95
78609747,40989631,20325.69
63280425,03172506,22225.92
82652616,52524882,14072.47
50435005,69699078,13705.58
59588573,80883227,10019.68
56525748,83797101,6779.06
20535216,42084495,7711.35
80454045,72054963,20043.9
32659368,19301013,5404.64
29374199,05506392,8356.29
73238393,80022145,7145.18
27898628,35197874,2740.19
51157142,61936768,3202.48
07555039,66740797,10789.76
94497748,14299490,1676.74
76387555,56514988,19826.23
27850466,57217222,9090.11
55894999,74526147,18885.29
21714207,06792480,6247.94
97128472,07090004,13951.03
82741839,41745922,19581.03
96056462,22907035,13073.47
71343945,63101904,479.51
72916933,98093786,1835.53
62313803,65379820,16283.8
73624745,47527720,11241.58
88959382,90735585,4369.09
56415742,21875861,21920.07
21982408,38504631,538.98
38919787,76570551,15761.75
81762699,24629584,4094.1
61097933,70803938,22574.89
88179087,80648000,1690.66
37948146,07216060,18761.25
39798947,04102809,17948.8
62368650,30575844,3048.85
57170985,91972743,13734.31
88794488,27519974,10240.0
09044227,28274773,7825.62
38629402,84404558,24932.47
09918450,57514765,17046.83
34215814,80478027,18529.85
92274310,14294792,14924.79
24608251,31388160,21567.65
37679286,39574640,12278.62
14325670,62469838,8549.17
24896412,10020494,5088.38
91919472,45865923,8785.08
57057842,25236484,19186.93
11675952,85055636,21205.39
88038834,16089631,20790.04
49779967,19988542,2109.54
89857342,81249237,9418.34
14382321,35538066,22441.54
53976253,43521081,5745.19
06058654,16388673,6469.16
21707025,72313848,12510.69
09338470,21791239,4620.59
78722361,46776150,8245.6
76048616,85197176,23957.8
81816132,80594550,21705.69
84020888,00598255,2520.43
83627842,14539572,595.82
